id;name;energia, laskennallinen (kJ);hiilihydraatti imeytyvä (g);rasva (g);proteiini (g);alkoholi (g);kuitu, kokonais- (g);orgaaniset hapot (g);sokerialkoholi (g);tärkkelys (g);sokerit (g);fruktoosi (g);galaktoosi (g);glukoosi (g);laktoosi (g);maltoosi (g);sakkaroosi (g);polysakkaridi, vesiliukoinen ei-selluloosa (g);kuitu veteen liukenematon (g);rasvahapot yhteensä (g);rasvahapot monityydyttymättömät (g);rasvahapot yksittäistyydyttymättömät cis (g);rasvahapot tyydyttyneet (g);rasvahapot trans (g);rasvahapot n-3 monityydyttymättömät (g);rasvahapot n-6 monityydyttymättömät (g);rasvahappo 18:2 cis,cis n-6 (linolihappo) (mg);rasvahappo 18:3 n-3 (alfalinoleenihappo) (mg);rasvahappo 20:5 n-3 (EPA) (mg);rasvahappo 22:6 n-3 (DHA) (mg);kolesteroli (GC) (mg);sterolit (mg);kalsium (mg);rauta (mg);jodidi (jodi) (µg);kalium (mg);magnesium (mg);natrium (mg);suola (mg);fosfori (mg);seleeni (µg);sinkki (mg);tryptofaani (mg);folaatti, kokonais- (µg);niasiiniekvivalentti NE (mg);niasiini (nikotiinihappo + nikotiiniamidi) (mg);pyridoksiini vitameerit (vetykloridi) (B6) (mg);riboflaviini (B2) (mg);tiamiini (B1) (mg);B12-vitamiini (kobalamiini) (µg);C-vitamiini (mg);A-vitamiini RAE (µg);karotenoidit (µg);D-vitamiini (µg);E-vitamiini alfatokoferoli (mg);K-vitamiini (µg)
31751;Rahkamarjapiirakka, pullapohja, rasvaton maito;721;22.1;5.7;6.6;0;1.2;0.8;0;8.9;13.2;0.6;<0.1;0.7;1.8;0.1;10.0;0.3;0.8;5.2;0.6;1.7;2.8;<0.1;0.1;0.4;405;108;0;13;52.8;15.1;78.8;0.5;18.6;175.2;15.2;95.1;242.4;118.1;7.1;0.6;98.4;26.3;1.9;0.3;0.07;0.18;0.05;0.5;6.8;56.9;133.6;0.5;0.7;4.37
31753;Rahkamarjapiirakka, pullapohja, täysmaito;729;22.1;5.9;6.6;0;1.2;0.8;0;8.8;13.2;0.6;<0.1;0.7;1.8;0.1;10.0;0.3;0.8;5.4;0.6;1.8;3.0;<0.1;0.1;0.4;405;108;0;13;53.4;15.0;79.0;0.6;18.6;175.2;15.1;95.0;242.2;118.1;7.1;0.6;98.3;26.4;1.9;0.3;0.07;0.18;0.05;0.5;6.8;58.6;134.3;0.5;0.7;4.40
31742;Rahkapiirakan täyte, rusinoita;666;21.2;4.0;8.2;0;0.7;1.1;0;0;21.2;1.9;0;2.0;2.5;0;14.7;0.2;0.4;3.5;0.2;1.0;2.1;<0.1;<0.1;0.2;146;19;0;12;49.6;5.4;98.3;0.4;18.2;185.4;12.4;80.8;205.9;154.8;6.7;0.6;130.3;18.1;2.3;0.1;0.07;0.22;0.06;0.7;1.0;48.2;91.7;0.3;0.3;1.13
1184;Rahkapiirakka, muropohja;1236;31.5;14.9;7.9;0;1.1;0.6;0;14.4;17.1;1.2;0;1.2;1.3;0.2;13.3;0.3;0.8;13.7;1.4;4.3;7.5;0.2;0.2;1.1;1046;208;0;17;76.5;28.2;60.5;0.6;15.9;141.9;13.7;124.5;317.2;125.8;8.8;0.6;114.0;18.2;2.0;0.3;0.07;0.16;0.05;0.6;0.4;162.1;152.4;0.9;1.1;6.40
1173;Rahkapiirakka, pullapohja, kevytmaito;1108;41.5;6.4;8.6;0;1.8;0.5;0;31.0;10.5;0.9;0;1.0;1.6;0.4;6.5;0.5;1.3;5.8;0.7;1.6;3.3;0.1;<0.1;0.6;555;81;0;3;21.6;28.1;63.5;0.6;16.3;162.2;18.9;110.9;282.6;123.0;6.9;0.6;112.2;13.1;2.2;0.5;0.08;0.13;0.05;0.3;0.5;56.5;42.8;0.4;0.5;2.76
32944;Rahkapiirakka, pullapohja, rasvaton maito;1101;41.5;6.2;8.6;0;1.8;0.5;0;31.0;10.5;0.9;0;1.0;1.6;0.4;6.5;0.5;1.3;5.6;0.7;1.6;3.1;<0.1;<0.1;0.6;552;81;0;3;20.9;28.1;63.6;0.5;16.3;163.5;19.0;111.3;283.6;123.0;6.9;0.6;112.4;13.1;2.2;0.5;0.08;0.13;0.05;0.3;0.5;54.9;42.1;0.4;0.5;2.74
31773;Rahkavoitaikina;1715;28.0;29.4;8.0;0;1.3;0.4;0;26.4;1.6;<0.1;0;<0.1;1.2;0.3;<0.1;0.3;0.9;28.9;1.8;9.3;15.5;1.7;0.3;1.5;1514;310;0;0;36.8;59.1;164.3;0.4;10.2;123.2;15.6;362.2;923.0;194.8;5.0;0.5;104.4;13.0;2.1;0.4;0.05;0.10;0.04;0.2;0.4;126.3;84.4;<0.1;1.3;8.97
32711;Ranskanperuna, uppopaistettu;1322;38.6;15.8;3.9;0;0.9;0.5;0;38.1;0.5;0.3;0;0.3;0;0;0;0.3;0.9;14.0;3.5;8.0;2.4;<0.1;0.6;3.0;2964;552;0;0;0.9;92.8;7.5;0.6;25.9;438.6;21.5;387.9;988.3;41.4;0.6;0.3;52.4;9.9;1.2;0.5;0.10;0.03;0.18;0;2.2;0.5;59.4;0;2.9;19.96
2025;Ranskanperuna, uunissa kypsennetty;1089;44.2;6.6;4.5;0;1.0;0.6;0;43.6;0.6;0.3;0;0.3;0;0;0;0.4;1.0;5.3;0.8;2.1;2.1;0.3;<0.1;0.7;709;91;0;0;0.6;50.4;6.8;0.7;1.0;501.4;24.2;1.0;2.5;46.6;0.6;0.3;60.0;12.2;1.4;0.6;0.12;0.03;0.21;0;3.0;0.6;68.0;0;1.9;10.82
207;Ranskanperunavalmiste;1034;42.0;6.3;4.2;0;0.9;0.6;0;41.4;0.6;0.3;0;0.3;0;0;0;0.4;0.9;5.0;0.8;2.0;2.0;0.3;<0.1;0.7;674;87;0;0;0.6;47.9;6.5;0.6;0.9;476.4;23.0;0.9;2.4;44.3;0.6;0.3;57.0;15.4;1.5;0.6;0.11;0.03;0.20;0;4.0;0.6;64.6;0;1.8;10.28
338;Raparperi;141;5.5;0.1;0.7;0;1.4;1.6;0;0;5.5;0.3;N/A;0.2;0;0;5.0;0.7;0.7;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;24;8;0;0;0;18.3;75.0;0.1;1.0;320.0;9.0;1.2;3.1;17.0;0.2;0.2;11.0;7.0;0.5;0.3;0.04;0.03;<0.01;0;5.0;5.0;235.0;0;0.2;4.00
28976;Raparperi-kaurahiutalepaistos;928;23.5;12.2;2.6;0;2.4;1.0;0;8.9;14.5;0.2;0;0.1;<0.1;<0.1;14.1;0.6;1.1;11.6;1.5;3.7;6.0;0.1;0.2;1.2;1179;206;0;0;13.3;33.8;57.2;0.8;4.4;269.0;27.7;75.8;193.0;85.5;2.0;0.7;39.6;10.3;0.9;0.3;0.05;0.03;0.06;0;2.2;113.0;207.4;0.5;1.0;8.30
1182;Raparperipiirakka, muropohja;1077;34.8;10.9;3.5;0;1.3;0.8;0;13.4;21.4;0.2;0;0.1;<0.1;0.2;20.9;0.5;0.8;10.2;1.2;3.2;5.4;0.1;0.2;0.9;886;184;0;8;38.5;32.4;46.8;0.4;6.6;198.2;11.0;76.0;193.7;47.9;4.5;0.4;45.4;9.7;1.0;0.3;0.05;0.05;0.02;0.2;1.7;118.4;196.1;0.6;0.9;7.09
32335;Raparperipiirakka, piimätaikinapohja;1236;46.4;9.8;3.7;0;1.7;0.6;0;18.9;27.3;0.1;<0.1;<0.1;0.2;0.2;26.6;0.5;0.9;9.3;1.6;3.6;3.9;0.2;0.4;1.2;1168;413;0;0;8.1;50.7;44.6;0.3;5.9;168.2;12.0;174.3;444.2;47.3;3.1;0.3;42.9;6.8;1.0;0.3;0.04;0.04;0.02;<0.1;1.3;33.5;101.0;0.8;1.1;8.47
32539;Raparperipiirakka, pullapohja, kevytmaito;1031;42.0;5.5;5.3;0;2.1;0.5;0;25.0;16.8;0.1;<0.1;<0.1;0.9;0.3;15.4;0.6;1.2;5.1;1.0;1.9;2.1;<0.1;0.2;0.7;720;208;0;2;11.9;37.6;54.4;0.4;14.6;195.9;15.8;134.0;341.4;72.9;4.8;0.5;62.4;25.3;1.5;0.6;0.07;0.10;0.04;0.1;1.3;23.6;99.5;0.6;0.7;4.91
32336;Raparperipiirakka, pullapohja, rasvaton maito;1022;42.0;5.2;5.3;0;2.1;0.5;0;25.0;16.8;0.1;<0.1;<0.1;0.9;0.3;15.4;0.6;1.2;4.8;1.0;1.8;1.9;<0.1;0.2;0.7;717;207;0;2;11.0;37.6;54.5;0.4;14.6;197.7;16.0;134.5;342.8;72.9;4.8;0.5;62.7;25.3;1.5;0.6;0.07;0.10;0.04;0.1;1.3;21.4;98.5;0.6;0.7;4.88
32538;Raparperipiirakka, pullapohja, täysmaito;1044;42.0;5.8;5.3;0;2.1;0.5;0;25.0;16.8;0.1;<0.1;<0.1;0.9;0.3;15.4;0.6;1.2;5.4;1.0;2.0;2.3;<0.1;0.2;0.7;725;209;0;2;12.8;37.7;55.1;0.4;14.6;197.7;15.8;134.5;342.8;72.9;4.8;0.5;62.4;25.6;1.5;0.6;0.07;0.10;0.04;0.1;1.3;26.4;100.7;0.6;0.7;5.00
31768;Raparperirahkapiirakka, muropohja;1015;29.6;10.9;5.3;0;1.1;0.8;0;10.4;19.2;<0.1;<0.1;<0.1;0.9;0.1;17.9;0.3;0.6;10.3;1.5;3.9;4.7;0.2;0.4;1.1;1067;365;0;12;50.3;39.1;139.4;0.4;12.3;175.2;11.6;148.6;378.6;139.5;6.1;0.5;76.2;14.3;1.4;0.2;0.05;0.12;0.04;0.4;1.3;67.6;165.8;0.9;1.1;7.55
1530;Raparperi-riisipuuro, vesi, sokeri;371;20.3;<0.1;0.7;0;0.6;0.4;0;6.7;13.5;<0.1;0;<0.1;0;0;13.4;0.2;0.4;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;17;3;0;0;0;8.7;23.4;0.1;1.3;101.8;5.6;1.5;3.8;14.7;1.5;0.2;10.8;2.6;0.3;0.2;0.02;<0.01;<0.01;0;0.9;1.3;66.0;0;<0.1;1.14
836;Rapu;274;0;0.7;14.6;0;0;N/A;N/A;0;0;0;N/A;0;0;0;0;0;0;0.6;0.3;0.2;0.1;0;0.2;<0.1;52;32;104;38;185.0;1.0;58.0;3.6;85.0;70.0;22.0;230.0;586.0;110.0;50.0;1.3;222.0;37.0;5.9;2.2;2.10;0.04;<0.01;2.0;0;15.0;0;<0.1;2.9;0.10
28986;Rapu, keitetty;343;0;0.9;18.3;0;0;N/A;N/A;0;0;0;N/A;0;0;0;0;0;0;0.8;0.4;0.2;0.2;0;0.2;0.1;65;40;130;48;231.2;1.2;72.5;4.5;106.2;87.5;27.5;287.5;732.5;137.5;62.5;1.6;277.5;32.4;5.9;2.8;2.62;0.04;<0.01;2.2;0;16.9;0;<0.1;3.6;0.12
33525;Rasvajauhe, elintarviketeollisuuden raaka-aine;3050;26.9;70.0;<0.1;0;<0.1;0;0;24.4;1.1;<0.1;0;0.2;0;0.9;<0.1;<0.1;<0.1;67.6;18.1;36.4;13.1;0;5.4;12.7;12732;5371;0;0;2.5;319.7;2.0;<0.1;2.1;4.7;0.8;8.3;21.2;6.7;<0.1;<0.1;0.3;1.8;<0.1;<0.1;<0.01;0;0;0;0;0;0;0;10.5;75.18
31508;Rasvaseos, juokseva, 80%, keskiarvo;2979;0.3;80.2;0.3;0;0;0;0;0;0.3;0;<0.1;<0.1;<0.1;0;0;0;0;77.7;23.4;43.2;10.5;0.6;7.6;15.6;15622;7643;0;0;18.2;498.5;11.0;<0.1;1.0;11.0;1.7;305.9;779.5;8.4;0.1;<0.1;3.1;0.5;<0.1;<0.1;<0.01;0.01;<0.01;0;<0.1;118.0;36.6;20.0;15.0;108.66
570;Rasvaseos 40 %, kevyt levi, vl;1582;2.0;40.0;4.0;0;0;0;0;0;2.0;0;0.8;0.8;0.5;0;0;0;0;37.5;5.1;13.5;15.6;0.3;1.6;3.4;3330;1550;0;0;60.0;111.3;11.4;<0.1;0.9;20.0;2.4;471.0;1200.1;10.9;0.2;<0.1;1.8;0.9;<0.1;0;0;<0.01;0;0;0;502.8;432.5;20.0;8.0;40.00
565;Rasvaseos 40 %, kevyt levi, vähemmän suolaa, vl;1633;2.0;40.0;7.0;0;0;0;0;0;2.0;0;0.8;0.8;0.5;0;0;0;0;37.5;5.1;13.5;15.6;0.3;1.6;3.4;3330;1550;0;0;60.0;111.3;11.4;<0.1;0.9;20.0;2.4;274.5;699.4;10.9;0.2;<0.1;1.8;0.9;<0.1;0;0;<0.01;0;0;0;502.8;432.5;20.0;8.0;43.36
31506;Rasvaseos 40 %, vl;1637;2.2;40.8;4.0;0;0;1.6;0;0;2.2;0;0.9;0.9;0.3;0;0;0;0;39.9;6.5;15.8;17.2;0.5;2.1;4.3;4206;2083;0;0;48.0;125.2;113.2;<0.1;7.6;145.9;7.5;500.0;1274.0;48.5;1.3;0.2;40.3;4.7;0.4;<0.1;0.02;0.10;0.02;0;0.5;210.0;101.4;10.0;3.9;33.84
33178;Rasvaseos 60 %;2254;0.5;60.0;0.5;0;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0;57.0;8.0;17.6;24.8;0.9;1.7;5.8;5736;1699;0;0;80.6;108.1;10.7;<0.1;16.9;7.0;2.4;480.0;1223.0;11.5;0.2;<0.1;2.7;1.3;<0.1;0;0;0.01;0;0;0;350.0;204.4;0.1;5.5;29.77
34914;Rasvaseos 60 %, benecol voi & rypsi;2244;0.7;60.0;0.7;0;0;<0.1;0;0;0.7;0;0.3;0.3;0;0;0;0;0;58.4;11.5;31.0;15.1;0.8;3.5;8.0;N/A;N/A;N/A;N/A;54.1;250.4;19.6;<0.1;12.6;20.7;3.1;394.1;1004.1;16.7;0.4;<0.1;6.4;1.3;0.1;<0.1;<0.01;0.03;<0.01;<0.1;0.1;901.1;134.0;20.0;8.0;59.51
32669;Rasvaseos 60 %, oivariini, vähärasvaisempi, vl;2240;0.9;60.0;0.2;0;0;0;0;0;0.9;0;0.2;0.2;0.5;0;0;0;0;57.0;7.7;19.7;23.0;0.8;2.3;4.9;4847;2324;0;0;95.0;139.1;10.2;<0.1;15.7;6.6;2.4;353.2;900.1;10.7;0.2;<0.1;2.5;1.2;<0.1;0;0;0.01;0;0;0;420.0;189.4;20.0;4.4;37.80
501;Rasvaseos 80 %;2990;0.6;80.0;1.2;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;75.6;7.7;26.3;40.7;0.9;2.4;5.2;5150;2390;0;0;129.0;156.0;24.0;0.2;4.0;18.0;2.6;600.0;1528.8;34.0;0.5;<0.1;1.7;3.0;0.1;0;0;0;0;0;0;474.4;208.2;0.3;5.2;57.09
586;Rasvaseos 80 %, voimakassuolainen;2990;0.6;80.0;1.2;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;75.6;7.7;26.3;40.7;0.9;2.4;5.2;5150;2390;0;0;129.0;156.0;24.0;0.2;4.0;18.0;2.6;784.9;1999.9;34.0;0.5;<0.1;1.7;3.0;0.1;0;0;0;0;0;0;474.4;208.2;0.3;5.2;57.09
32676;Rasvaseoslevite 57 %, ingmariini, vähärasvaisempi, vl;2124;0.5;57.0;0.4;0;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0;54.1;8.7;21.5;23.2;0.8;2.7;5.6;5510;2651;0;0;75.0;160.0;9.7;<0.1;15.7;6.5;2.1;400.0;1019.2;10.6;0.2;<0.1;2.5;1.2;<0.1;0;0;0.01;0;0;0;798.6;189.4;10.0;5.0;42.30
31504;Rasvaseoslevite 70 %;2610;0.5;70.1;0.6;0;0;<0.1;0;0;0.5;0;0;0;0.5;0;0;0;0;66.7;8.6;26.0;31.4;0.7;2.0;6.3;6196;1988;0;0;63.9;141.9;17.9;0.1;2.0;16.3;3.4;500.0;1274.0;18.8;0.3;<0.1;4.4;1.8;<0.1;<0.1;<0.01;0.02;<0.01;<0.1;<0.1;1000.0;160.7;8.0;5.2;33.85
34932;Rasvaseoslevite 70 %, creme bonjour voi & rypsiöljy, normaalisuolainen;2619;0.5;70.3;0.5;0;0;<0.1;0;0;0.5;0;0.2;0.2;<0.1;0;0;0;0;67.3;12.3;29.6;24.9;0.5;3.4;8.6;8587;3396;0;0;49.9;226.7;20.3;0.1;11.8;21.7;3.4;471.5;1201.5;16.9;0.4;<0.1;6.6;1.3;0.1;<0.1;<0.01;0.03;<0.01;<0.1;0.1;800.2;122.9;7.5;7.2;51.53
34924;Rasvaseoslevite 70 %, flora & voi normaalisuolainen;2619;0.5;70.3;0.5;0;0;<0.1;0;0;0.5;0;0.2;0.2;<0.1;0;0;0;0;67.3;12.3;29.6;24.9;0.5;3.4;8.6;8587;3396;0;0;49.9;226.7;20.3;0.1;11.8;21.7;3.4;471.5;1201.5;16.9;0.4;<0.1;6.6;1.3;0.1;<0.1;<0.01;0.03;<0.01;<0.1;0.1;800.2;122.9;7.5;7.2;51.53
35203;Rasvaseoslevite 70 %, keiju juhla;2622;0.9;70.1;0.7;0;0;<0.1;0;0;0.9;0;0.4;0.4;<0.1;0;0;0;0;66.8;9.7;26.4;30.3;0.5;2.4;7.0;6972;2437;0;0;45.1;177.4;28.0;0.1;11.9;32.8;4.0;397.0;1011.6;22.7;0.6;<0.1;9.7;1.5;0.2;<0.1;<0.01;0.04;<0.01;<0.1;0.2;950.0;113.0;20.0;5.0;38.81
34966;Rasvaseoslevite 72 %, oivariini, pehmeästi levittyvä, vl;2681;0.7;72.0;0.3;0;0;0;0;0;0.7;0;0;0;0.7;0;0;0;0;68.3;10.3;26.4;30.5;1.1;3.1;6.7;6532;3134;0;0;99.1;187.8;11.0;0.1;24.0;8.4;2.2;353.1;899.6;13.7;0.3;<0.1;3.3;1.6;<0.1;0;0;0.02;0;0;0;387.6;250.6;20.0;5.9;50.83
32568;Rasvaseoslevite 75 %, d-vitamiinia 10 ug;2804;0.6;75.0;1.1;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;70.9;7.2;24.7;38.1;0.9;2.2;4.8;4828;2241;0;0;120.9;146.2;22.7;0.2;3.8;16.9;2.4;562.6;1433.4;31.9;0.5;<0.1;1.6;2.8;<0.1;0;0;0;0;0;0;444.7;195.2;10.0;4.9;53.52
34964;Rasvaseoslevite 75 %, ingmariini, normaalisuolainen, laktoositon;2774;0.6;74.6;0.3;0;0;0;0;0;0.6;0;0.3;0.3;0;0;0;0;0;71.0;9.5;26.1;34.2;1.2;2.8;6.1;5946;2834;0;0;112.0;166.9;12.7;0.1;23.5;9.6;2.7;469.7;1196.9;15.6;0.3;<0.1;3.7;1.9;<0.1;0;0;0.02;0;0;0;800.0;284.1;10.0;5.5;47.70
32673;Rasvaseoslevite 75 %, ingmariini, normaalisuolainen, vl;2794;0.6;75.0;0.5;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;70.8;9.5;26.1;34.0;1.2;2.8;6.1;5946;2834;0;0;112.0;166.9;12.7;0.1;23.5;9.6;2.7;500.0;1274.0;15.6;0.3;<0.1;3.7;1.9;<0.1;0;0;0.02;0;0;0;800.0;284.1;10.0;5.5;47.70
31505;Rasvaseoslevite 75 %, laktoositon;2802;0.5;75.0;1.1;0;0;<0.1;0;0;0.5;0;0.2;0.2;0;0;0;0;0;69.9;7.2;24.4;37.4;0.9;2.2;4.8;4785;2240;0;0;130.0;63.1;24.0;0.2;4.0;18.0;2.6;470.0;1197.6;34.0;0.5;<0.1;3.8;3.0;0.1;<0.1;0;0;0;0;0;474.4;208.2;10.0;5.2;7.16
32670;Rasvaseoslevite 75 %, oivariini, laktoositon;2781;0;75.0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73.9;8.0;22.6;30.8;1.1;2.4;5.1;4999;2377;0;0;130.0;139.1;11.3;0.1;21.2;8.6;2.2;353.2;900.1;14.0;0.3;<0.1;3.4;1.7;<0.1;0;0;0.02;0;0;0;420.0;256.2;20.0;4.6;40.56
32664;Rasvaseoslevite 75 %, oivariini, normaalisuolainen, vl;2796;0.9;75.0;0.3;0;0;0;0;0;0.9;0;0.2;0.2;0.5;0;0;0;0;73.9;8.0;22.6;30.8;1.1;2.4;5.1;4999;2377;0;0;130.0;139.1;12.7;0.1;21.2;8.8;3.0;549.5;1400.1;14.4;0.3;<0.1;3.4;1.7;<0.1;0;0;0.02;0;0;0;420.0;256.2;20.0;4.6;40.56
32666;Rasvaseoslevite 75 %, oivariini, voimakassuolainen, vl;2796;0.9;75.0;0.3;0;0;0;0;0;0.9;0;0.2;0.2;0.5;0;0;0;0;71.5;8.1;22.9;31.7;1.1;2.4;5.2;5018;2384;0;0;130.0;139.1;14.3;0.1;21.9;9.3;3.9;823.5;2098.3;15.2;0.3;<0.1;3.5;1.7;<0.1;0;0;0.02;0;0;0;420.0;264.6;20.0;4.7;40.90
597;Rasvaseoslevite 75 %, tuotekeskiarvo;2795;0.8;75.0;0.4;0;0;0;0;0;0.8;0;0.1;0.1;0.6;0;0;0;0;72.4;8.8;24.3;32.4;1.2;2.6;5.6;5473;2606;0;0;121.0;153.0;12.7;0.1;22.4;9.2;2.9;524.8;1337.1;15.0;0.3;<0.1;3.5;1.8;<0.1;0;0;0.02;0;0;0;610.0;270.1;15.0;5.1;44.13
32672;Rasvaseoslevite 82 %, ingmariini merisuola, vl;3053;0.6;82.0;0.5;0;0;<0.1;0;0;0.6;0;0;0;0.6;0;0;0;0;78.2;9.7;27.8;39.3;1.5;2.9;6.2;6042;2862;0;0;126.9;166.9;27.3;0.2;26.5;34.9;3.5;763.9;1946.4;29.7;0.8;0.1;9.3;3.5;0.2;<0.1;<0.01;0.06;<0.01;0;0.2;800.0;308.6;10.0;5.6;50.09
3324;Ratatouille, vihanneshöystö, kasvispata, kasvislisäke;186;4.0;2.2;0.9;0;1.9;0.4;0;0.2;3.7;1.8;<0.1;1.6;<0.1;0;0.3;0.7;1.4;1.9;0.6;0.9;0.4;<0.1;0.2;0.4;425;172;0;0;1.2;20.6;16.9;0.6;14.2;313.6;17.5;213.2;543.2;39.0;0.5;0.2;15.3;26.8;0.7;0.7;0.20;0.04;0.06;<0.1;28.9;46.0;2043.8;0.1;0.9;8.05
308;Retiisi;74;1.9;0.1;1.4;0;1.6;0;0;0.3;1.6;0.6;N/A;1.0;0;0;<0.1;0.6;1.0;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;13;42;0;0;0;9.0;41.0;0.8;1.0;490.0;19.0;35.0;89.2;40.0;0.3;0.3;9.0;38.0;0.3;0.2;0.06;0.04;0.04;0;24.4;0.8;21.4;0;0;0.40
28983;Riimiliha;703;2.2;8.5;20.7;0;0;0;0;0;2.2;0;0;0;0;0;2.2;0;0;8.0;1.9;4.2;1.9;<0.1;0.5;1.3;1308;490;14;0;46.9;29.9;9.8;1.9;70.5;354.0;25.4;1083.0;2759.6;201.5;16.3;4.6;288.8;1.1;10.0;5.1;0.38;0.15;0.10;2.0;0;4.4;23.6;0.2;1.3;10.14
1379;Riisi, keitetty, suolaa;425;22.4;0.2;1.8;0;0.7;0;0;22.3;0.1;<0.1;0;<0.1;0;0;<0.1;<0.1;0.6;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;33;<1;0;0;0;11.6;4.6;0.4;13.7;38.8;10.3;191.7;488.3;33.0;4.5;0.4;25.5;4.2;0.7;0.4;0.02;<0.01;0.01;0;0;0;0;0;<0.1;0.05
1370;Riisi, keitetty, suolaton;391;20.6;0.2;1.6;0;0.6;0;0;20.5;0.1;<0.1;0;<0.1;0;0;<0.1;<0.1;0.6;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;30;<1;0;0;0;10.7;3.8;0.3;1.4;35.5;9.3;2.4;6.0;30.0;4.1;0.4;23.5;3.8;0.6;0.4;0.02;<0.01;0.01;0;0;0;0;0;<0.1;0.04
1378;Riisi, luonnonriisi riisi-villiriisiseos, keitetty, suolaa;450;21.2;0.9;2.4;0;2.2;0;0;20.8;0.4;<0.1;0;0.1;0;0;0.2;0.3;1.9;0.8;0.3;0.3;0.2;0;<0.1;0.3;297;13;0;0;0;21.5;6.1;1.1;13.7;77.3;32.8;191.7;488.3;74.5;6.9;0.5;28.5;4.8;1.4;1.3;0.18;<0.01;0.01;0;0;0;0;0;0.2;0.24
177;Riisi, luonnonriisi riisi-villiriisiseos, keitetty, suolaton;561;21.3;0.9;2.4;0;2.2;0;0;20.9;0.4;<0.1;0;0.1;0;0;0.2;0.3;1.9;0.8;0.3;0.3;0.2;0;<0.1;0.3;298;13;0;0;0;21.6;5.4;1.1;1.5;77.5;32.8;2.5;6.3;74.6;10.0;0.5;28.6;4.8;1.4;1.3;0.18;<0.01;0.01;0;0;0;0;0;0.2;0.24
30347;Riisi, pitkäjyväinen, kasvisliemessä, keitetty;471;23.7;0.6;2.5;0;0.5;<0.1;0;23.7;<0.1;<0.1;0;<0.1;0;0;<0.1;<0.1;0.3;0.5;0.1;0.2;0.2;0;<0.1;0.1;114;6;0;0;<0.1;9.0;6.7;0.4;<0.1;71.0;27.6;192.6;490.8;78.7;0.6;0.6;23.8;5.4;1.6;1.6;0.02;0.02;0.09;0;<0.1;0.7;10.7;0;<0.1;0.09
1376;Riisi, pitkäjyväinen, keitetty, suolaa;455;23.4;0.3;2.4;0;0.5;0;0;23.4;0;0;0;0;0;0;0;0;0.3;0.3;<0.1;<0.1;<0.1;0;<0.1;<0.1;91;5;0;0;0;35.5;5.8;0.4;12.2;68.4;26.9;191.4;487.6;77.5;0.6;0.6;23.4;2.7;1.5;1.5;0.02;0.02;0.09;0;0;0;0;0;<0.1;0.05
30346;Riisi, pitkäjyväinen, keitetty, suolaton;457;23.6;0.3;2.4;0;0.5;0;0;23.6;0;0;0;0;0;0;0;0;0.3;0.3;<0.1;<0.1;<0.1;0;<0.1;<0.1;91;5;0;0;0;8.7;5.1;0.4;N/A;68.6;26.8;2.2;5.6;77.5;0.6;0.6;23.6;2.7;1.5;1.5;0.02;0.02;0.09;0;0;0;0;0;<0.1;0.05
1560;Riisi, pitkäjyväinen, lihaliemessä, keitetty;503;25.3;0.7;2.6;0;0.5;<0.1;0;25.2;<0.1;<0.1;0;<0.1;0;0;<0.1;<0.1;0.3;0.6;0.1;0.2;0.3;0;<0.1;0.1;124;6;<1;0;0;8.9;4.1;0.4;0;90.0;28.4;208.0;530.1;82.9;0.7;0.6;23.9;2.7;1.7;1.7;0.02;0.02;0.09;<0.1;0;0;0;0;<0.1;0.05
28911;Riisi, tumma, keitetty, suolaa;433;21.4;0.7;2.1;0;1.2;0;0;21.2;0.1;<0.1;0;<0.1;0;0;0.1;0.2;1.2;0.6;0.2;0.2;0.1;0;<0.1;0.2;204;9;0;0;0;26.8;5.8;0.2;13.0;73.3;30.1;191.7;488.3;75.9;4.1;0.5;28.5;4.8;1.4;1.3;0.11;0.01;0.06;0;0;0;0;0;0.1;0.15
30348;Riisi, tumma, keitetty, suolaton;435;21.5;0.7;2.1;0;1.2;0;0;21.4;0.1;<0.1;0;<0.1;0;0;0.1;0.2;1.2;0.6;0.2;0.2;0.1;0;<0.1;0.2;205;9;0;0;0;15.8;5.1;0.2;0.8;73.5;30.1;2.5;6.3;75.9;4.1;0.5;28.6;4.8;1.4;1.3;0.11;0.01;0.06;0;0;0;0;0;0.1;0.15
30212;Riisijuoma, lisätty kalsiumia;198;9.4;1.0;0.1;0;0;0;0;4.9;4.1;<0.1;0;<0.1;0;0;4.0;0;0;0.9;0.5;0.3;0.1;0;<0.1;0.5;483;9;0;0;0;0;120.0;0.5;0.7;36.4;15.5;30.0;76.4;35.1;3.3;0.2;13.4;3.2;0.8;0.6;0.09;<0.01;<0.01;0;0;0;0;0;0.4;0
